iteration,scope,variant,coverage_mode,C_O_early,C_union_early,delta_early,mag_early,C_O_middle,C_union_middle,delta_middle,mag_middle,C_O_late,C_union_late,delta_late,mag_late,C_O_overall,C_union_overall,delta_overall,mag_overall
0,dataset,I,cluster,0.7839506172839507,0.8086419753086419,0.024691358024691246,0.16783090195296424,0.8717948717948718,0.8888888888888888,0.017094017094017033,0.29313910407541444,0.8265993265993263,0.8518518518518516,0.025252525252525304,0.2645686715845772,0.8376543209876544,0.8592592592592593,0.021604938271604923,0.25699930847765484
0,dataset,R,cluster,0.7839506172839507,0.8055555555555555,0.021604938271604812,0.2305632832619894,0.8717948717948718,0.8846153846153846,0.012820512820512775,0.3110868641965721,0.8265993265993263,0.8552188552188551,0.028619528619528767,0.25653319692054605,0.8376543209876544,0.8580246913580247,0.020370370370370372,0.27436714129339307
0,dataset,I_obj,cluster,0.7839506172839507,0.8148148148148148,0.030864197530864113,0.0862011075399495,0.8717948717948718,0.8803418803418802,0.008547008547008406,0.16732543337824093,0.8265993265993263,0.8535353535353534,0.026936026936027035,0.16245833357334447,0.8376543209876544,0.8574074074074073,0.01975308641975293,0.14901071972116933
0,dataset,R_obj,cluster,0.7839506172839507,0.8055555555555555,0.021604938271604812,0.11286322736880224,0.8717948717948718,0.8903133903133903,0.01851851851851849,0.17629628373334608,0.8265993265993263,0.845117845117845,0.018518518518518712,0.1585597979561563,0.8376543209876544,0.85679012345679,0.0191358024691356,0.15678104028465623
0,dataset,I_bg,cluster,0.7839506172839507,0.8055555555555555,0.021604938271604812,0.09181204798867335,0.8717948717948718,0.8903133903133903,0.01851851851851849,0.1722960310456683,0.8265993265993263,0.8451178451178449,0.0185185185185186,0.1654167209228679,0.8376543209876544,0.8567901234567902,0.01913580246913582,0.1533612408865912
0,dataset,R_bg,cluster,0.7839506172839507,0.808641975308642,0.024691358024691357,0.12858248387240723,0.8717948717948718,0.8874643874643874,0.015669515669515577,0.17521425622564657,0.8265993265993263,0.8434343434343432,0.01683501683501687,0.1495368547839847,0.8376543209876544,0.8555555555555557,0.01790123456790138,0.15615520368402905
1,dataset,I,cluster,0.7839506172839507,0.8117283950617283,0.02777777777777768,0.16782015671789713,0.8717948717948718,0.8917378917378918,0.019943019943019946,0.2934626602585472,0.8265993265993263,0.855218855218855,0.028619528619528656,0.26511436805824296,0.8376543209876544,0.8623456790123457,0.024691358024691357,0.25733770312474225
1,dataset,R,cluster,0.7839506172839507,0.8117283950617283,0.02777777777777768,0.23074445116034512,0.8717948717948718,0.8917378917378916,0.019943019943019835,0.3107589885751131,0.8265993265993263,0.8535353535353534,0.026936026936027035,0.25563830806313337,0.8376543209876544,0.8617283950617285,0.024074074074074137,0.27393137128289663
1,dataset,I_obj,cluster,0.7839506172839507,0.8148148148148148,0.030864197530864113,0.08626885517645143,0.8717948717948718,0.8817663817663817,0.009971509971509862,0.16682506504414416,0.8265993265993263,0.8518518518518519,0.025252525252525526,0.16160575262545918,0.8376543209876544,0.8574074074074073,0.01975308641975293,0.14849456688103596
1,dataset,R_obj,cluster,0.7839506172839507,0.8086419753086419,0.024691358024691246,0.11292725481112743,0.8717948717948718,0.8903133903133903,0.01851851851851849,0.17667089652585447,0.8265993265993263,0.8468013468013467,0.020202020202020332,0.15744336242200707,0.8376543209876544,0.8580246913580248,0.020370370370370483,0.15653649905362788
1,dataset,I_bg,cluster,0.7839506172839507,0.8024691358024691,0.01851851851851849,0.09160446270226401,0.8717948717948718,0.8874643874643874,0.015669515669515577,0.17276214950895377,0.8265993265993263,0.8434343434343433,0.01683501683501698,0.16521585243104536,0.8376543209876544,0.8543209876543211,0.01666666666666672,0.15344162785820356
1,dataset,R_bg,cluster,0.7839506172839507,0.808641975308642,0.024691358024691357,0.1287106498261547,0.8717948717948718,0.8860398860398859,0.01424501424501412,0.17580756517575574,0.8265993265993263,0.8468013468013467,0.020202020202020332,0.14942476938032026,0.8376543209876544,0.8561728395061728,0.01851851851851849,0.15639087887584394
2,dataset,I,cluster,0.7839506172839507,0.8086419753086419,0.024691358024691246,0.16763776857443882,0.8717948717948718,0.8917378917378918,0.019943019943019946,0.29260649387143234,0.8265993265993263,0.8569023569023567,0.030303030303030387,0.26414045876589975,0.8376543209876544,0.8623456790123458,0.024691358024691468,0.256574672246252
2,dataset,R,cluster,0.7839506172839507,0.8117283950617283,0.02777777777777768,0.23061460695633745,0.8717948717948718,0.8917378917378916,0.019943019943019835,0.31012290068956283,0.8265993265993263,0.8569023569023567,0.030303030303030387,0.2556928899721522,0.8376543209876544,0.8629629629629629,0.025308641975308577,0.27365578610343166
2,dataset,I_obj,cluster,0.7839506172839507,0.8117283950617283,0.02777777777777768,0.0862735493768317,0.8717948717948718,0.883190883190883,0.011396011396011207,0.16738102770750482,0.8265993265993263,0.8501683501683501,0.023569023569023795,0.16186125534891233,0.8376543209876544,0.8567901234567901,0.01913580246913571,0.14882637123535036
