iteration,scope,variant,coverage_mode,C_O_early,C_union_early,delta_early,mag_early,C_O_middle,C_union_middle,delta_middle,mag_middle,C_O_late,C_union_late,delta_late,mag_late,C_O_overall,C_union_overall,delta_overall,mag_overall
0,dataset,I,cluster,0.2962962962962963,0.3497942386831276,0.05349794238683131,0.04948197063153929,0.25925925925925924,0.32098765432098764,0.06172839506172839,0.2228706803517416,0.32098765432098764,0.38271604938271603,0.06172839506172839,0.5619848444350063,0.29218106995884774,0.3511659807956104,0.05898491083676266,0.2781124984727624
0,dataset,R,cluster,0.2962962962962963,0.35390946502057613,0.05761316872427985,0.060683624782657715,0.25925925925925924,0.3662551440329218,0.10699588477366256,0.20634905229369177,0.32098765432098764,0.39094650205761317,0.06995884773662553,0.5012957674115895,0.29218106995884774,0.3703703703703704,0.07818930041152267,0.2561094814959797
0,dataset,I_obj,cluster,0.2962962962962963,0.32098765432098764,0.024691358024691357,0.0283072632037729,0.25925925925925924,0.3168724279835391,0.05761316872427985,0.1305986648613325,0.32098765432098764,0.3786008230452675,0.05761316872427985,0.33484892549621875,0.29218106995884774,0.3388203017832647,0.04663923182441698,0.164584951187108
0,dataset,R_obj,cluster,0.2962962962962963,0.31275720164609055,0.016460905349794275,0.03337773570256104,0.25925925925925924,0.3045267489711934,0.04526748971193417,0.12891131100954953,0.32098765432098764,0.38271604938271603,0.06172839506172839,0.3325285604520467,0.29218106995884774,0.3333333333333333,0.041152263374485576,0.16493920238805246
0,dataset,I_bg,cluster,0.2962962962962963,0.3292181069958848,0.032921810699588494,0.022656596683586036,0.25925925925925924,0.2962962962962963,0.037037037037037035,0.12309844330975465,0.32098765432098764,0.3868312757201646,0.06584362139917699,0.3283302741742229,0.29218106995884774,0.3374485596707819,0.04526748971193417,0.15802843805585448
0,dataset,R_bg,cluster,0.2962962962962963,0.3374485596707819,0.04115226337448563,0.028900308247766588,0.25925925925925924,0.32510288065843623,0.06584362139917699,0.11024919549145488,0.32098765432098764,0.35802469135802467,0.037037037037037035,0.28998438113497105,0.29218106995884774,0.3401920438957476,0.04801097393689985,0.1430446282913975
1,dataset,I,cluster,0.2962962962962963,0.35390946502057613,0.05761316872427985,0.04940779847066732,0.25925925925925924,0.34156378600823045,0.08230452674897121,0.22592812227504325,0.32098765432098764,0.3991769547325103,0.07818930041152267,0.5523883857310284,0.29218106995884774,0.364883401920439,0.07270233196159126,0.275908102158913
1,dataset,R,cluster,0.2962962962962963,0.35390946502057613,0.05761316872427985,0.06083660782716469,0.25925925925925924,0.36213991769547327,0.10288065843621402,0.20534089704789224,0.32098765432098764,0.39094650205761317,0.06995884773662553,0.5116615786859765,0.29218106995884774,0.3689986282578876,0.07681755829903986,0.2592796945203445
1,dataset,I_obj,cluster,0.2962962962962963,0.3168724279835391,0.020576131687242816,0.027950314034476377,0.25925925925925924,0.32098765432098764,0.06172839506172839,0.1354269503474934,0.32098765432098764,0.37448559670781895,0.05349794238683131,0.3354695351726841,0.29218106995884774,0.3374485596707819,0.04526748971193417,0.16628226651821798
1,dataset,R_obj,cluster,0.2962962962962963,0.32098765432098764,0.024691358024691357,0.033770098992924436,0.25925925925925924,0.3004115226337449,0.04115226337448563,0.13076389075678893,0.32098765432098764,0.37037037037037035,0.04938271604938271,0.3343478538664639,0.29218106995884774,0.3305898491083676,0.038408779149519845,0.16629394787205914
