iteration,scope,variant,coverage_mode,C_O_early,C_union_early,delta_early,mag_early,C_O_middle,C_union_middle,delta_middle,mag_middle,C_O_late,C_union_late,delta_late,mag_late,C_O_overall,C_union_overall,delta_overall,mag_overall
0,dataset,I,cluster,0.48559670781893005,0.5473251028806584,0.061728395061728336,0.05001403419966809,0.4897119341563786,0.6049382716049383,0.1152263374485597,0.23231830482971852,0.522633744855967,0.5637860082304527,0.04115226337448563,0.5514958343748003,0.49931412894375854,0.5720164609053499,0.07270233196159132,0.27794272446806234
0,dataset,R,cluster,0.48559670781893005,0.551440329218107,0.06584362139917699,0.06140238665516008,0.4897119341563786,0.6008230452674898,0.11111111111111116,0.2007334050551057,0.522633744855967,0.5596707818930041,0.03703703703703709,0.4945300567861647,0.49931412894375854,0.570644718792867,0.0713305898491085,0.2522219494988101
0,dataset,I_obj,cluster,0.48559670781893005,0.5102880658436214,0.024691358024691357,0.0279037680473577,0.4897119341563786,0.5555555555555556,0.06584362139917699,0.13387778526996263,0.522633744855967,0.5473251028806584,0.024691358024691357,0.3389175150334602,0.49931412894375854,0.5377229080932785,0.038408779149519956,0.16689968945026018
0,dataset,R_obj,cluster,0.48559670781893005,0.522633744855967,0.03703703703703698,0.03298054144045318,0.4897119341563786,0.5555555555555556,0.06584362139917699,0.12569531284817784,0.522633744855967,0.5555555555555556,0.03292181069958855,0.32045701068103083,0.49931412894375854,0.5445816186556928,0.04526748971193423,0.15971095498988727
0,dataset,I_bg,cluster,0.48559670781893005,0.51440329218107,0.028806584362139898,0.02374791110301312,0.4897119341563786,0.5596707818930041,0.06995884773662553,0.13412262512505913,0.522633744855967,0.5637860082304527,0.04115226337448563,0.323500759181683,0.49931412894375854,0.5459533607681756,0.04663923182441704,0.1604570984699184
0,dataset,R_bg,cluster,0.48559670781893005,0.5185185185185185,0.03292181069958844,0.030377331811359272,0.4897119341563786,0.551440329218107,0.06172839506172845,0.11694174059594807,0.522633744855967,0.551440329218107,0.02880658436214001,0.29089828138203594,0.49931412894375854,0.5404663923182441,0.041152263374485576,0.14607245126311444
1,dataset,I,cluster,0.48559670781893005,0.551440329218107,0.06584362139917699,0.04988762115859426,0.4897119341563786,0.5925925925925926,0.10288065843621397,0.23288378340702037,0.522633744855967,0.5679012345679012,0.04526748971193417,0.5461652772448956,0.49931412894375854,0.5706447187928668,0.07133058984910828,0.27631222727017013
1,dataset,R,cluster,0.48559670781893005,0.5473251028806584,0.061728395061728336,0.061846484754563426,0.4897119341563786,0.5925925925925926,0.10288065843621397,0.20000073474147356,0.522633744855967,0.551440329218107,0.02880658436214001,0.49546053214231506,0.49931412894375854,0.5637860082304527,0.06447187928669412,0.252435917212784
1,dataset,I_obj,cluster,0.48559670781893005,0.51440329218107,0.028806584362139898,0.02809777098090817,0.4897119341563786,0.5432098765432098,0.053497942386831254,0.13449136629185232,0.522633744855967,0.5555555555555556,0.03292181069958855,0.34199412349134145,0.49931412894375854,0.5377229080932785,0.038408779149519956,0.16819442025470063
1,dataset,R_obj,cluster,0.48559670781893005,0.5185185185185185,0.03292181069958844,0.03331862737027841,0.4897119341563786,0.5679012345679012,0.07818930041152261,0.12588998183977385,0.522633744855967,0.5473251028806584,0.024691358024691357,0.3194599658676889,0.49931412894375854,0.5445816186556928,0.04526748971193423,0.1595561916925804
