iteration,scope,variant,coverage_mode,C_O_early,C_union_early,delta_early,mag_early,C_O_middle,C_union_middle,delta_middle,mag_middle,C_O_late,C_union_late,delta_late,mag_late,C_O_overall,C_union_overall,delta_overall,mag_overall
0,dataset,I,cluster,0.8518518518518521,0.8703703703703703,0.018518518518518268,0.16652544038729844,0.9344729344729346,0.9458689458689459,0.011396011396011319,0.28563021442451825,0.9158249158249157,0.9326599326599325,0.01683501683501687,0.25898269435303345,0.9111111111111111,0.9259259259259259,0.014814814814814836,0.2514691512038521
0,dataset,R,cluster,0.8518518518518521,0.8641975308641975,0.0123456790123454,0.22850483497635773,0.9344729344729346,0.9430199430199431,0.008547008547008517,0.30403566905478635,0.9158249158249157,0.9309764309764309,0.015151515151515249,0.24992250787864695,0.9111111111111111,0.9228395061728395,0.011728395061728403,0.2684956766002743
0,dataset,I_obj,cluster,0.8518518518518521,0.8611111111111112,0.009259259259259078,0.08858699647884673,0.9344729344729346,0.9430199430199431,0.008547008547008517,0.1680839980061104,0.9158249158249157,0.9292929292929292,0.013468013468013518,0.16340852262488934,0.9111111111111111,0.9216049382716047,0.01049382716049363,0.15017171873977095
0,dataset,R_obj,cluster,0.8518518518518521,0.8611111111111112,0.009259259259259078,0.11658336594391666,0.9344729344729346,0.9444444444444445,0.009971509971509973,0.17983267680777237,0.9158249158249157,0.9309764309764309,0.015151515151515249,0.1614313523325448,0.9111111111111111,0.9228395061728393,0.01172839506172818,0.16010689937012365
0,dataset,I_bg,cluster,0.8518518518518521,0.867283950617284,0.015432098765431945,0.08846993222970116,0.9344729344729346,0.9501424501424501,0.015669515669515577,0.16357425375309464,0.9158249158249157,0.9259259259259257,0.010101010101010055,0.1578933596383978,0.9111111111111111,0.9246913580246915,0.013580246913580396,0.1461804990276022
0,dataset,R_bg,cluster,0.8518518518518521,0.867283950617284,0.015432098765431945,0.12307959991913231,0.9344729344729346,0.9387464387464386,0.004273504273504036,0.16590569922892995,0.9158249158249157,0.9225589225589225,0.006734006734006814,0.1428835079668259,0.9111111111111111,0.9185185185185186,0.007407407407407529,0.14861076025462722
1,dataset,I,cluster,0.8518518518518521,0.8703703703703703,0.018518518518518268,0.16676676738401874,0.9344729344729346,0.9472934472934473,0.012820512820512775,0.2861119334617319,0.9158249158249157,0.9393939393939396,0.023569023569023906,0.2603922756821425,0.9111111111111111,0.9290123456790124,0.01790123456790127,0.2522479594942146
1,dataset,R,cluster,0.8518518518518521,0.8641975308641975,0.0123456790123454,0.22857015638157543,0.9344729344729346,0.9430199430199431,0.008547008547008517,0.3037507028427223,0.9158249158249157,0.936026936026936,0.020202020202020332,0.2490787597578019,0.9111111111111111,0.9246913580246914,0.013580246913580285,0.2680735959715017
1,dataset,I_obj,cluster,0.8518518518518521,0.8580246913580248,0.006172839506172756,0.08864883001591725,0.9344729344729346,0.9444444444444445,0.009971509971509973,0.168058279625314,0.9158249158249157,0.9326599326599325,0.01683501683501687,0.16333186527949786,0.9111111111111111,0.9228395061728395,0.011728395061728403,0.1501448133385222
1,dataset,R_obj,cluster,0.8518518518518521,0.8611111111111112,0.009259259259259078,0.11667676990958474,0.9344729344729346,0.9430199430199431,0.008547008547008517,0.17971705278124658,0.9158249158249157,0.9259259259259259,0.010101010101010277,0.16088490157108754,0.9111111111111111,0.9203703703703704,0.0092592592592593,0.1598731422544086
1,dataset,I_bg,cluster,0.8518518518518521,0.867283950617284,0.015432098765431945,0.08849591428886601,0.9344729344729346,0.9487179487179487,0.01424501424501412,0.16395575440296284,0.9158249158249157,0.9276094276094274,0.011784511784511786,0.15826107499477537,0.9111111111111111,0.9246913580246914,0.013580246913580285,0.14648455053263595
1,dataset,R_bg,cluster,0.8518518518518521,0.8641975308641975,0.0123456790123454,0.12309584147222147,0.9344729344729346,0.9415954415954416,0.00712250712250706,0.16567186486087118,0.9158249158249157,0.9225589225589225,0.006734006734006814,0.14200668539168934,0.9111111111111111,0.9191358024691357,0.008024691358024638,0.14818803047128143
2,dataset,I,cluster,0.8518518518518521,0.867283950617284,0.015432098765431945,0.16663811057419903,0.9344729344729346,0.9458689458689459,0.011396011396011319,0.2855358968761564,0.9158249158249157,0.9326599326599326,0.01683501683501698,0.2595445037777959,0.9111111111111111,0.9253086419753085,0.014197530864197394,0.2516615903712848
2,dataset,R,cluster,0.8518518518518521,0.8641975308641975,0.0123456790123454,0.22858874035937088,0.9344729344729346,0.9458689458689459,0.011396011396011319,0.30407680943104126,0.9158249158249157,0.9309764309764308,0.015151515151515138,0.24978194471595414,0.9111111111111111,0.9240740740740742,0.012962962962963065,0.268477761082025
2,dataset,I_obj,cluster,0.8518518518518521,0.8580246913580248,0.006172839506172756,0.08865242938175409,0.9344729344729346,0.9444444444444445,0.009971509971509973,0.16828818569269033,0.9158249158249157,0.9309764309764309,0.015151515151515249,0.1626067720923968,0.9111111111111111,0.9222222222222222,0.011111111111111072,0.14997258950730571
2,dataset,R_obj,cluster,0.8518518518518521,0.8580246913580248,0.006172839506172756,0.11662776750292203,0.9344729344729346,0.9415954415954416,0.00712250712250706,0.1802242352780948,0.9158249158249157,0.9276094276094277,0.011784511784512008,0.1609513307524224,0.9111111111111111,0.9197530864197531,0.00864197530864197,0.16010285370408014
